dft,model
-4.587887463,-4.595441341
-4.841835408,-4.84053278
-5.05218161,-5.052526951
-5.177066806,-5.186950207
-4.7749717,-4.775622845
-4.522569447,-4.530655384
-4.6278973,-4.644274235
-4.768699453,-4.76793623
-4.909980694,-4.911925793
-4.441065329,-4.440158367
-4.623350952,-4.627295017
-4.759756235,-4.758291721
-3.728696736,-3.729823589
-4.314156552,-4.317694187
-4.78123255,-4.784500122
-4.673810158,-4.681628227
-3.281302602,-3.281269312
-4.767950561,-4.770458698
-5.144703985,-5.147260666
-4.794710785,-4.794348717
-4.371293391,-4.377259731
-4.323602365,-4.322119236
-4.624774666,-4.631723881
-4.122935133,-4.129151821
-4.516518431,-4.518508434
-4.552967705,-4.557681084
-4.690772863,-4.70002985
-4.744958555,-4.74452877
-4.269737853,-4.265615463
-4.909732754,-4.920051098
-5.007932916,-5.006135941
-4.600683545,-4.608712673
-4.59518202,-4.60331583
-5.044441182,-5.043446064
-4.58448305,-4.589841366
-4.703037178,-4.705704212
-4.761544192,-4.759200573
-3.794246758,-3.798847198
-4.656262397,-4.659867287
-4.600092934,-4.602107048
-5.683801273,-5.680904865
-5.00246807,-5.004725456
-4.010792639,-4.013912201
-5.624705006,-5.624614239
-4.773747666,-4.773124218
-4.766661443,-4.775756836
-4.850044619,-4.856331825
-4.777382574,-4.780842304
-4.614347691,-4.61845541
-4.785711348,-4.78617239
-5.038176876,-5.039357662
-4.283105489,-4.28869009
-4.628034283,-4.627701759
-5.060146268,-5.057217121
-4.236809394,-4.242450237
-4.773168166,-4.772777081
-4.080554633,-4.081032753
-4.240277717,-4.239837646
-5.831341466,-5.824078083
-4.346726578,-4.342916012
-5.256964093,-5.260391712
-4.76314485,-4.761137486
-4.85699847,-4.864392281
-4.266328705,-4.268361092
-5.910448843,-5.912185192
-5.536654029,-5.547131062
-5.389615136,-5.379417419
-5.213005851,-5.214670658
-4.780147479,-4.780092239
-4.920906661,-4.927090168
-4.600255039,-4.604337692
-4.511573636,-4.513453007
-4.576750992,-4.583282948
-4.502753393,-4.508185863
-3.993605073,-4.000205994
-4.745554996,-4.743191242
-4.660151831,-4.662949085
-4.702400271,-4.706844807
-4.762329699,-4.761899948
-5.01399207,-5.020376682
-4.301673272,-4.30806303
-5.011942524,-5.011441708
-4.772845464,-4.772367001
-4.298045798,-4.306166172
-4.302092175,-4.304973125
-4.790616692,-4.789791584
-4.536108547,-4.55601263
-4.770894407,-4.770120144
-4.622466368,-4.630232334
-4.649557381,-4.654101849
-4.91536748,-4.922224998
-4.855523551,-4.864890575
-3.64937658,-3.647521496
-5.682365985,-5.682858944
-4.903495065,-4.901498318
-4.971279906,-4.967718601
-4.902833669,-4.904026508
-5.963118216,-5.962179661
-5.305619599,-5.300802708
-4.859970066,-4.865326881
-5.061596034,-5.065308094
-4.602065613,-4.612314701
-4.793090186,-4.797802448
-4.779515657,-4.779183865
-4.7870434,-4.787240028
-5.193646049,-5.198721409
-4.050960017,-4.056028843
-4.73291178,-4.72832489
-4.777861449,-4.77835989
-4.764846626,-4.762396336
-4.740126355,-4.735830307
-4.242744051,-4.246572971
-3.894021006,-3.893189192
-4.153589213,-4.150630951
-4.566645498,-4.570933342
-4.177709751,-4.182658672
-4.538891954,-4.542345524
-4.637174977,-4.642557621
-4.545159318,-4.545782566
-4.549415291,-4.560341358
-4.541309612,-4.547534466
-5.091188555,-5.072817802
-4.708623549,-4.70116663
-4.52703401,-4.525411606
-4.7227753,-4.725306511
-4.616082856,-4.619191647
-4.995598938,-4.997282505
-4.685320789,-4.688991547
-4.680577227,-4.676968575
-4.678440681,-4.677289486
-4.156727304,-4.159737587
-5.312323642,-5.312221527
-4.66578481,-4.666527748
-4.792044539,-4.792004108
-4.618929052,-4.62270689
-4.807578901,-4.806209087
-4.72954815,-4.733929157
-4.572919406,-4.581747532
-4.719663613,-4.71938467
-4.633386811,-4.635192394
-4.811205319,-4.81213522
-4.632809853,-4.62676096
-4.385951822,-4.386580944
-4.790676489,-4.79000473
-5.522435566,-5.519499779
-4.604539549,-4.612452984
-5.798096186,-5.796734333
-4.68173332,-4.682387829
-4.439911577,-4.437362194
-4.707986336,-4.718033314
-4.780651601,-4.780789852
-4.152736606,-4.16106081
-5.858027055,-5.855374336
-4.769633347,-4.769896984
-4.65172867,-4.662697792
-4.563899947,-4.57250452
-4.602770167,-4.601884365
-5.112932412,-5.109643459
-4.1594246,-4.156249523
-3.88781373,-3.889484644
-4.632264879,-4.631956577
-3.318472228,-3.318868637
-5.018205793,-5.02107811
-4.576977951,-4.585750103
-4.340800708,-4.346158504
-5.02462476,-5.020699501
-4.586191242,-4.588805676
-4.590530235,-4.597425461
-4.361161505,-4.368086338
-4.966815761,-4.973051548
-4.705302194,-4.711368084
-4.665755501,-4.669176102
-4.94263332,-4.94190836
-4.788667917,-4.788296223
-4.784127607,-4.784022808
-4.734368386,-4.738680363
-5.349655637,-5.345580101
-5.017750664,-5.024535656
-4.763315933,-4.76224184
-4.590513471,-4.601015091
-3.763885465,-3.764298916
-4.779996923,-4.778516293
-4.876696915,-4.877565861
-4.428171222,-4.431299686
-4.584551657,-4.587316036
-4.765971039,-4.764796257
-4.250247537,-4.251418114
-4.339220517,-4.343147755
-5.151365184,-5.15195322
-5.714649418,-5.701249599
-5.871667209,-5.866339684
-4.796571399,-4.794789791
-4.84691798,-4.853168488
-4.663840597,-4.672111034
-4.683705426,-4.684384823
-4.769923543,-4.76941061
-4.991563137,-4.987889767
-4.544360648,-4.559024811
-4.599789386,-4.608682632
-4.739466022,-4.739352703
-4.683831426,-4.676671505
-4.618142147,-4.619766235
-3.535525544,-3.543252945
-4.757541774,-4.757948399
-4.660500436,-4.660592079
-4.684710379,-4.683019161
-5.945893874,-5.941136837
-3.303789934,-3.306667328
-4.815038759,-4.821577072
-4.59657008,-4.606944561
-4.555989518,-4.558250904
-4.562556541,-4.572976589
-4.781649195,-4.779728889
-4.220397838,-4.220733643
-4.980392492,-4.986406803
-4.549712433,-4.560952663
-4.758528379,-4.757757187
-4.864746455,-4.869359016
-5.019805861,-5.019497395
-5.21030295,-5.214608192
-4.524722721,-4.528734684
-4.60731073,-4.614811897
-5.277314459,-5.270564556
-4.440743272,-4.451556683
-4.722460301,-4.719980717
-4.604457395,-4.612390518
-3.535773352,-3.537151337
-3.597641951,-3.595418453
-4.998119604,-4.995644093
-4.481978702,-4.480181694
-4.629352206,-4.641176701
-4.452185214,-4.467176914
-4.612948524,-4.614898682
-5.800376984,-5.799397945
-4.582806939,-4.592377663
-4.270561395,-4.272208214
-4.759812093,-4.759120464
-4.815586604,-4.821065426
-4.926165284,-4.924005508
-4.190397755,-4.195459843
-4.6768966,-4.675088406
-4.853708289,-4.861636639
-4.686308943,-4.679457188
-4.123141704,-4.131100178
-5.761807391,-5.753589153
-4.759749669,-4.758939266
-4.480099582,-4.483853817
-4.08210441,-4.083989143
-4.769418761,-4.769535542
-5.27214562,-5.274722576
-4.547586481,-4.5477705
-4.759496739,-4.759318829
-5.453119809,-5.455435753
-4.760339669,-4.760788441
-4.572767031,-4.586277485
-4.62647804,-4.629426479
-4.781097087,-4.780566216
-3.627754025,-3.62677145
-4.62749786,-4.625943661
-4.891762413,-4.895996571
-5.061304036,-5.061736584
-4.675374622,-4.675709724
-4.453045504,-4.449335098
-5.11225626,-5.121133804
-5.054216144,-5.055341244
-4.90517449,-4.905615807
-4.664057131,-4.664853573
-5.436478385,-5.432734966
-4.703836753,-4.697709084
-4.572009936,-4.585312366
-4.513488359,-4.514250278
-5.670667834,-5.664123535
-4.794685601,-4.793936253
-4.535506732,-4.538015842
-4.623176571,-4.634515285
-4.62274365,-4.623035908
-4.366084197,-4.370728016
-4.372066849,-4.377346516
-4.992953713,-4.983111858
-4.550808491,-4.561418056
-4.664195477,-4.666224957
-3.864672292,-3.862410545
-5.143358356,-5.147066593
-4.596721735,-4.59622097
-3.808005688,-3.810456514
-5.401051375,-5.410035133
-4.647464431,-4.649764538
-4.732930737,-4.74384737
-4.473508537,-4.47917223
-4.759839426,-4.758087158
-4.713481869,-4.706834793
-4.780164279,-4.779641151
-5.645326812,-5.640435219
-5.607714282,-5.602481365
-4.623678831,-4.62586832
-4.995302275,-5.002135754
-4.161129458,-4.165010929
-4.550740605,-4.563513279
-4.624410605,-4.628226757
-4.547620569,-4.56017828
-4.071687028,-4.07437706
-4.435687098,-4.441021442
-4.761904671,-4.760106564
-4.674682062,-4.674399853
-4.23017715,-4.234846592
-4.857353941,-4.851210117
-3.849159972,-3.85244751
-4.558154301,-4.569076061
-3.624901758,-3.625213623
-4.78730671,-4.785861492
-5.914630591,-5.905855179
-4.761683064,-4.760694027
-5.952804284,-5.95260191
-5.089347136,-5.081709862
-4.161331868,-4.159781456
-4.320058613,-4.328681469
-4.800046365,-4.799374104
-4.685540914,-4.680352211
-4.898344148,-4.905286789
-5.737006075,-5.739991188
-4.750545761,-4.750780582
-5.096763964,-5.100379467
-4.688930814,-4.685470104
-4.555992656,-4.558794022
-4.07431715,-4.078790188
-4.680647581,-4.674368382
-4.46246085,-4.46537447
-4.846557448,-4.850942135
-4.72466742,-4.730374813
-4.633195894,-4.64500761
-4.793609457,-4.793362141
-4.829101736,-4.829858303
-4.571260015,-4.575612545
-5.065995211,-5.045912266
-4.447242658,-4.457009315
-4.741468516,-4.739266872
-4.578113986,-4.580327511
-4.762032307,-4.761467934
-4.689619922,-4.690372944
-4.42547252,-4.428143024
-3.421924838,-3.423721313
-4.76989034,-4.768126011
-4.862748001,-4.858009338
-4.721978808,-4.721892834
-5.187635963,-5.195156574
-4.798450768,-4.798287392
-4.120966386,-4.128209114
-4.652275867,-4.658195019
-5.072738186,-5.069788456
-4.703459035,-4.712869167
-4.288419565,-4.290668964
-4.690568894,-4.690542698
-4.929891912,-4.933992863
-4.46185492,-4.459335804
-4.622855754,-4.62822485
-4.302553085,-4.308358192
-4.989734295,-4.990987778
-4.261671172,-4.262404919
-4.155255025,-4.155061245
-4.65625213,-4.65639925
-4.770318854,-4.769826412
-4.403894613,-4.407824039
-3.681719013,-3.687657118
-4.65363463,-4.650922298
-4.730781895,-4.730118752
-4.350909124,-4.356870174
-5.414882733,-5.415394783
-4.711222592,-4.714382648
-4.76210289,-4.763636589
-4.729061108,-4.733798504
-4.753365584,-4.771509647
-4.617586075,-4.632463455
-4.590626489,-4.605866432
-4.744223315,-4.745082378
-5.82407212,-5.81982708
-4.886403996,-4.890545368
-5.015725319,-5.018424511
-4.67769129,-4.684884071
-4.502107502,-4.510825157
-4.265682582,-4.275784969
-4.76921361,-4.769182682
-4.947194559,-4.945583344
-4.697794946,-4.694626331
-4.497695377,-4.506354809
-4.77209122,-4.777230263
-4.875168921,-4.88180542
-4.784236148,-4.782768726
-4.277927915,-4.283446312
-4.591727422,-4.6009202
-4.569637977,-4.583582401
-4.79032081,-4.787408352
-5.03277518,-5.032108784
-4.540421318,-4.537626743
-4.674602226,-4.675073624
-5.152464204,-5.15318203
-4.307089248,-4.313169003
-4.68846233,-4.695967197
-4.736746959,-4.75049448
-4.5848483,-4.5917449
-5.041864034,-5.035468578
-4.78371121,-4.782843113
-4.679929463,-4.677102089
-4.766739817,-4.761879921
-5.607018399,-5.600820065
-4.465000773,-4.461963654
-4.773546936,-4.773358822
-4.713436652,-4.70894289
-4.704013939,-4.697732925
-5.058306446,-5.053694725
-4.879871193,-4.886516094
-3.393690673,-3.391814232
-3.70631876,-3.703355312
-4.667251101,-4.660089016
-5.79036592,-5.782785892
-4.76207334,-4.764452457
-4.352096408,-4.347884655
-5.340528709,-5.358690739
-4.660369356,-4.659050465
-4.914044977,-4.91772604
-4.309541749,-4.309458256
-4.636621758,-4.641969681
-4.225211914,-4.232938766
-4.652453201,-4.647894382
-4.512176105,-4.517976284
-4.757494869,-4.750078678
-4.599834772,-4.60309267
-4.164362345,-4.158954144
-4.651664584,-4.658447742
-5.09567828,-5.106582165
-5.033309589,-5.037192822
-4.56129933,-4.556729794
-4.771691912,-4.771698475
-4.665235924,-4.671809196
-4.424786076,-4.434197903
-4.632797477,-4.633430958
-5.850788684,-5.848723888
-4.814285358,-4.821901798
-5.009149459,-5.010552883
-4.667607639,-4.668054104
-4.316092056,-4.321662426
-5.040148459,-5.035732746
-3.57885493,-3.581482887
-4.624630379,-4.626319885
-5.886980213,-5.891674519
-4.719252739,-4.724102974
-4.508941509,-4.505077839
-4.459389417,-4.459493637
-4.585575459,-4.591386795
-4.098147672,-4.102013588
-4.630141173,-4.639025688
-5.382396351,-5.376121998
-4.478559749,-4.487025738
-4.562099585,-4.570987225
-4.779931731,-4.779253483
-4.619208709,-4.62720108
-4.005043268,-4.011938572
-4.640914425,-4.641308784
-5.599190456,-5.599989414
-4.788032802,-4.786898136
-3.785668045,-3.786985874
-4.800337307,-4.802236557
-4.79256624,-4.792758465
-6.044673047,-6.03948307
-3.695722074,-3.697892189
-5.080337382,-5.084969044
-4.930959151,-4.932140827
-4.754880895,-4.754661083
-4.759843224,-4.757882595
-4.77866897,-4.785410404
-3.645169093,-3.646770477
-3.797186586,-3.79852128
-4.655955717,-4.65510416
-3.349187865,-3.352068901
-4.753345937,-4.752213955
-4.784158265,-4.784869194
-5.020926228,-5.018949986
-4.685460088,-4.689388752
-4.782608738,-4.78310442
-4.785370906,-4.795855999
-4.574130984,-4.581749916
-5.094592401,-5.091907978
-5.605334375,-5.607160091
-5.545669359,-5.538365364
-4.63941893,-4.640704632
-4.960662925,-4.958506107
-5.069106335,-5.059824467
-4.410916219,-4.418274403
-4.518669346,-4.520025253
-4.745929103,-4.730138302
-4.262144544,-4.267681599
-4.792209587,-4.792196751
-5.152501735,-5.153010368
-4.673504931,-4.673000336
-4.648639361,-4.646286488
-3.879108227,-3.878163815
-5.769946035,-5.764884949
-5.544299713,-5.542007923
-4.603797357,-4.609382153
-4.974254318,-4.970831871
-4.293080608,-4.30027914
-4.704157296,-4.704881668
-4.778547706,-4.778033733
-4.647738747,-4.644484997
-4.926438283,-4.931549072
-4.686479378,-4.682953358
-4.611975325,-4.612027168
-4.777329207,-4.778831959
-4.676457651,-4.67458868
-5.025121821,-5.030082226
-4.775905628,-4.777706623
-4.672733212,-4.671761036
-5.296623388,-5.307652473
-4.550424759,-4.557623863
-5.657960236,-5.66266489
-4.668475996,-4.669990063
-4.770949616,-4.76890707
-4.6948989,-4.695295811
-3.912791643,-3.913452387
-4.554140592,-4.567906857
-4.770440332,-4.770488739
-4.554550108,-4.559193611
-4.433985187,-4.445184231
-4.674497316,-4.681677341
-4.598422376,-4.612739563
-3.887561077,-3.889481068
-4.535854998,-4.543789864
-5.076295455,-5.069624901
-5.871809052,-5.874411106
-4.751063844,-4.749388218
-3.52391776,-3.525302649
-4.642084021,-4.642899036
-4.801081173,-4.80036974
-4.313146277,-4.310081005
-4.746797884,-4.751130581
-4.658363929,-4.664652348
-4.785554034,-4.785677433
-4.658267848,-4.667332172
-4.813019833,-4.815532207
-5.539579795,-5.544023991
-4.69749613,-4.698387623
-4.891909322,-4.899763584
-4.610563692,-4.618887424
-4.571102414,-4.590980053
-4.46149198,-4.462233067
-4.614026913,-4.614553452
-4.229153688,-4.227990627
-4.448867287,-4.44540596
-4.781357014,-4.782134056
-4.984874611,-4.992585659
-5.040104013,-5.048379898
-4.61503794,-4.616508484
-4.90899025,-4.920238495
-4.49525047,-4.496781826
-5.17311967,-5.182067871
-4.813660544,-4.811041355
-4.461259187,-4.461497307
-4.8293968,-4.833656788
-4.566214628,-4.58611536
-4.604876549,-4.610823154
-4.064463036,-4.06294632
-4.790408015,-4.792673588
-4.829215488,-4.833788395
-4.763075597,-4.774350643
-3.860010131,-3.859939098
-4.410164596,-4.418566227
-4.95958393,-4.970395565
-5.1440326,-5.146642685
-4.345492957,-4.344549656
-4.648577468,-4.651470184
-4.4772697,-4.480684757
-4.904351433,-4.90775013
-4.742134876,-4.744154453
-4.789833539,-4.790785313
-4.619125673,-4.621968746
-4.951735831,-4.956112385
-5.70342922,-5.695267677
-4.79191516,-4.792444229
-4.61521514,-4.61891222
-3.419149413,-3.421521187
-5.2026945,-5.212640285
-4.751122819,-4.750703335
-4.667617622,-4.669467449
-4.37521368,-4.384678364
-4.838719482,-4.840025902
-4.47427844,-4.47159338
-4.755217473,-4.752400875
-4.904388644,-4.915101051
-4.588045834,-4.598049641
-4.718154073,-4.721470356
-4.849631839,-4.852178097
-5.14088963,-5.143887043
-4.75627878,-4.759444714
-3.765893606,-3.766308784
-4.297480483,-4.28441
-4.904558438,-4.911532879
-5.001988705,-5.007623672
-4.546352285,-4.553643703
-5.411740322,-5.408572674
-4.483874134,-4.483207226
-5.471966739,-5.472200394
-4.559047073,-4.570610046
-4.044783733,-4.047513485
-5.578245119,-5.573429585
-4.468173217,-4.479137421
-4.882521812,-4.881147861
-4.726346285,-4.731642723
-4.508490454,-4.513191223
-3.718514521,-3.722121716
-4.573438533,-4.585044861
-4.648492205,-4.646165371
-4.768686477,-4.766499519
-3.70770165,-3.711155415
-4.681338914,-4.680233479
-5.365481445,-5.373421192
-4.010921627,-4.018671513
-4.790195752,-4.789416313
-3.945833793,-3.948442459
-5.114088442,-5.115870476
-5.494591572,-5.498148441
-4.380614844,-4.38764143
-4.561870861,-4.572208881
-4.756639119,-4.757256508
-4.760499693,-4.771896362
-4.623035741,-4.625186443
-4.333017075,-4.339966297
-4.766159258,-4.760491848
-5.175323298,-5.177611828
-4.627023632,-4.629588604
-4.267423057,-4.272066593
-4.546960751,-4.554336071
-3.477731051,-3.479985476
-4.354985693,-4.356478214
-4.402525196,-4.413593292
-4.7232616,-4.721387386
-5.075629849,-5.078704834
-3.885547205,-3.884920835
-5.704744178,-5.69922924
-4.357599261,-4.361569881
-5.015167292,-5.017174244
-4.460521215,-4.470046997
-3.573624978,-3.577824116
-5.155002379,-5.161091328
-3.79703704,-3.798572063
-4.726050756,-4.72548914
-4.599492795,-4.609196186
-5.914059404,-5.922419071
-4.779664074,-4.787105083
-4.383905612,-4.385428905
-5.152187151,-5.1527071
-4.560548994,-4.565505028
-5.600258439,-5.591675282
-3.978336019,-3.972338676
-3.982983348,-3.987413406
-4.985939858,-4.992319107
-4.779394868,-4.779248714
-3.614921421,-3.614690781
-5.062291788,-5.068093777
-4.375501909,-4.379174709
-4.601955115,-4.613829613
-4.7760671,-4.775934219
-3.2141522,-3.214967728
-4.075796576,-4.081781387
-4.606308622,-4.616391659
-4.540828424,-4.554399014
-4.55579845,-4.558712006
-5.979672033,-5.969659328
-4.933241085,-4.94421196
-4.147770783,-4.145994663
-3.655119843,-3.659980297
-5.32826876,-5.326494694
-5.118016067,-5.119525433
-4.982889758,-4.980267048
-4.560713058,-4.566865444
-4.733423974,-4.746222496
-5.145448887,-5.146486759
-4.162189541,-4.16554594
-4.783141259,-4.783834457
-4.767406025,-4.767451286
-4.598524296,-4.608326435
-4.593384623,-4.586476326
-4.308882536,-4.290397167
-4.514574253,-4.521154881
-4.755217388,-4.7549119
-4.079035492,-4.081553936
-4.583310912,-4.593138218
-4.728052963,-4.725048542
-4.082853244,-4.086025715
-4.672155673,-4.676989079
-5.07634545,-5.074370861
-4.588740917,-4.593019962
-4.654520997,-4.652411938
-5.603192324,-5.61186552
-4.490883739,-4.499140263
-4.782626677,-4.783879757
-4.05703813,-4.059147358
-5.09683221,-5.095273495
-5.496976102,-5.487833977
-4.518516712,-4.519870281
-4.659541373,-4.673512459
-5.115667215,-5.118740559
-5.384121858,-5.383188725
-4.884896413,-4.883947849
-4.616611392,-4.621129513
-4.734624574,-4.734036922
-5.118019912,-5.122222424
-5.37356913,-5.369998932
-4.562548774,-4.553086758
-4.152247859,-4.15184927
-3.817106249,-3.817047358
-4.694346852,-4.695978642
-4.603371936,-4.61440134
-4.921832634,-4.923377514
-5.101086165,-5.106512547
-4.782687806,-4.783034801
-4.680399408,-4.68163538
-4.709301023,-4.715669155
-5.224361728,-5.222163677
-4.022719564,-4.023462296
-4.077205654,-4.08161974
-4.609637909,-4.614130497
-4.668903997,-4.668778896
-4.573512891,-4.582080364
-4.757613196,-4.76869154
-4.564769211,-4.576925755
-5.060349235,-5.066732883
-4.266947227,-4.268467903
-4.96508723,-4.965546131
-4.706710726,-4.700755119
-3.980701986,-3.982633114
-5.087322991,-5.084817886
-3.75528308,-3.756577969
-5.086054234,-5.07339716
-4.636679194,-4.631541252
-4.557872561,-4.570624828
-4.811172679,-4.813765526
-4.313997764,-4.317327499
-3.875261849,-3.87823844
-4.727837621,-4.720711231
-4.738716318,-4.735373974
-4.505828926,-4.520837307
-3.389652015,-3.38824439
-5.060287709,-5.047716618
-4.540653864,-4.540949345
-4.694489274,-4.690248966
-5.177901786,-5.17775631
-4.564180214,-4.56153059
-4.673217965,-4.676383495
-4.402489974,-4.405152321
-4.803137517,-4.807192326
-5.14754711,-5.149448872
-4.268260682,-4.274718285
-4.855701057,-4.855101109
-5.278481892,-5.279778957
-4.201316567,-4.201690197
-4.811402675,-4.818395138
-4.475818913,-4.480833054
-4.449546436,-4.457818508
-5.181610092,-5.182667255
-4.287364928,-4.292273045
-4.862863945,-4.874605179
-4.15348857,-4.158816814
-4.892921496,-4.894876003
-4.569777098,-4.569506168
-4.587177771,-4.586209297
-4.758352175,-4.758574486
-4.931935407,-4.936789036
-5.144696368,-5.146174908
-4.670930566,-4.674069881
-4.35386649,-4.350669384
-4.743372041,-4.746573925
-4.557454592,-4.553487301
-4.675067086,-4.691180229
-4.47103072,-4.478396893
-4.73077686,-4.736213207
-4.404109087,-4.413887978
-4.764315347,-4.764232159
-4.770209185,-4.769470215
-4.245602049,-4.244265079
-4.532842094,-4.537550449
-4.652391502,-4.655250549
-4.654413973,-4.65986681
-4.750561936,-4.753241062
-4.578340723,-4.588619709
-4.777815613,-4.780649185
-4.869112777,-4.876252651
-4.784457721,-4.783256054
-4.65250857,-4.663277626
-5.305213796,-5.313806057
-4.466861772,-4.466029167
-4.658844244,-4.664065361
-4.796926097,-4.799859524
-5.746100152,-5.725231647
-4.778990494,-4.777942181
-3.867323543,-3.868695021
-5.64066919,-5.648264408
-4.869820977,-4.872162819
-4.663108328,-4.664010048
-4.787403171,-4.786062241
-5.809424012,-5.806537628
-4.27887002,-4.284201622
-5.921303186,-5.92355299
-4.757264993,-4.75799799
-5.661799668,-5.663786411
-4.596743171,-4.600371361
-4.748309175,-4.747442722
-4.766974342,-4.771063328
-4.376963839,-4.374424458
-4.654442345,-4.659626961
-5.690861366,-5.690553665
-4.136532718,-4.138435841
-4.624659107,-4.623530865
-4.665690968,-4.662045002
-4.780546818,-4.779821396
-5.405280841,-5.409164906
-4.783410368,-4.781906605
-4.779631058,-4.78052187
-5.461296493,-5.452890873
-4.67403853,-4.671367168
-4.919831922,-4.920920372
-4.291039623,-4.280910015
-4.961186104,-4.954302311
-4.290537046,-4.275632381
-4.770196493,-4.770589828
-4.592679108,-4.60385561
-4.611195436,-4.60252142
-4.727008407,-4.729815006
-4.60065503,-4.599171638
-4.404542195,-4.409797192
-5.049886952,-5.044948101
-4.435351983,-4.432409763
-4.756759204,-4.753918648
-4.517974409,-4.505572319
-4.78130921,-4.781067371
-4.661683194,-4.667844772
-4.774109037,-4.771362782
-4.439085295,-4.460630894
-3.796936584,-3.799215794
-4.106032269,-4.106038094
-5.746106788,-5.739304066
-5.300487407,-5.32080698
-4.199244199,-4.207884312
-4.622572475,-4.626612663
-5.177644257,-5.184330463
-4.68763623,-4.681191921
-4.783143062,-4.782755375
-4.414860526,-4.416473866
-4.164985068,-4.162054539
-4.533631349,-4.546566963
-4.413193096,-4.425596714
-5.815094704,-5.811606884
-5.001539875,-4.999645233
-4.731700199,-4.737559795
-4.616103021,-4.619033337
-4.962431876,-4.96769762
-3.5262838,-3.525091171
-4.015469008,-4.021770954
-4.13885275,-4.145906925
-4.767064068,-4.767766953
-4.575254837,-4.587712765
-4.687895314,-4.686756134
-3.860997526,-3.862513781
-4.638482692,-4.64165163
-4.814155136,-4.816172123
-4.591325296,-4.599162102
-5.148088441,-5.152249813
-4.621596087,-4.626657009
-5.076064075,-5.054694653
-3.303184796,-3.303181171
-5.718439045,-5.715163231
-4.767788907,-4.767555714
-4.619298293,-4.627341747
-4.326946589,-4.334099293
-3.21626274,-3.217299461
-4.781714241,-4.781707287
-4.728011949,-4.733314037
-4.929703173,-4.931016445
-4.773646325,-4.773299694
-4.77528525,-4.776486874
-4.507538829,-4.503180027
-4.663370769,-4.669689655
-4.62148205,-4.625676632
-5.772467744,-5.765165806
-3.252414526,-3.251464367
-4.619913736,-4.633176327
-4.671739426,-4.669308186
-4.577671784,-4.589291573
-4.531048339,-4.534778595
-4.819919754,-4.838362217
-4.675920939,-4.671201229
-4.150698521,-4.149551392
-3.878372971,-3.879615307
-4.346275458,-4.343593121
-4.982586656,-4.983701229
-4.548002836,-4.548720837
-5.144327268,-5.145886898
-5.033390683,-5.043616772
-4.672081591,-4.674911976
-4.593843846,-4.603713036
-4.347214878,-4.341828346
-4.714787485,-4.716123581
-5.882846878,-5.883409977
-4.37287908,-4.385874271
-4.813143353,-4.820108414
-4.784941139,-4.785724163
-4.253839778,-4.261376858
-5.315740868,-5.311074257
-4.493943433,-4.492101192
-4.499128233,-4.502262592
-4.789873055,-4.789186954
-4.452149961,-4.460272789
-4.946447955,-4.946107388
-4.679114285,-4.675215244
-4.647581548,-4.646037102
-5.925101133,-5.928076744
-5.152207659,-5.152757168
-5.341693683,-5.346111298
-4.942615062,-4.9494977
-3.52649364,-3.528836727
-3.982520485,-3.983703136
-4.995108918,-5.002780437
-4.857704418,-4.867351055
-4.169422522,-4.162167549
-4.760196493,-4.761118412
-5.588065654,-5.577005386
-4.573914692,-4.585499763
-4.688194286,-4.696144581
-4.585546167,-4.588201523
-4.468825522,-4.470704556
-5.639124741,-5.644116879
-4.83151407,-4.848358631
-4.796911212,-4.796546936
-5.072948627,-5.082859516
-4.447234978,-4.448796272
-4.480626439,-4.480545044
-4.899029894,-4.896249294
-4.985106892,-4.988886356
-4.050553936,-4.057697773
-5.717360273,-5.71913147
-4.735632132,-4.732868671
-4.480332162,-4.483550549
-4.826849518,-4.824818134
-4.961777347,-4.968368053
-4.242413418,-4.242200851
-5.084471404,-5.091149807
-4.784249236,-4.783023834
-3.56376278,-3.565043211
-4.652184723,-4.652714252
-4.769080458,-4.769185543
-3.666682665,-3.66386652
-4.782456415,-4.78218317
-4.278776971,-4.28049469
-3.484041086,-3.486035824
-4.414283271,-4.422354698
-5.037673976,-5.035067081
-5.58978914,-5.59519577
-4.729212913,-4.717700481
-4.875121948,-4.880488873
-4.471799269,-4.47988081
-4.635659396,-4.641775131
-4.826459106,-4.830112934
-4.624767193,-4.630634308
-4.742496973,-4.741156101
-4.674810258,-4.677669048
-4.626650108,-4.634290218
-4.483527939,-4.493198872
-4.448658405,-4.44647646
-4.173577902,-4.175142765
-4.651583013,-4.652495861
-4.771363184,-4.770964146
-4.768011445,-4.767499447
-4.610595448,-4.614095688
-4.766960675,-4.766932011
-4.737194083,-4.73447752
-4.782349246,-4.785714626
-4.886425782,-4.890548229
-4.778797879,-4.777580738
-4.53855733,-4.54322958
-4.800876859,-4.800255299
-4.230282415,-4.237798214
-4.598178943,-4.606609821
-4.169276456,-4.174344063
-4.869687364,-4.873530865
-4.242293057,-4.241858482
-4.81580425,-4.814443111
-4.387777829,-4.388494968
-4.303463878,-4.301575184
-5.145314383,-5.147074223
-4.661266539,-4.664832115
-4.739668373,-4.752080441
-4.209139678,-4.218340397
-4.611356016,-4.622830868
-4.739151194,-4.743874073
-5.078682804,-5.059267521
-5.419206431,-5.424678326
-4.492532663,-4.494924545
-4.717546024,-4.721055984
-4.631849921,-4.635676861
-4.130012966,-4.134485722
-4.967898795,-4.964831352
